Virus	Human	Weight
A0A2D1PX88	P35998	10.13
A0A2D1PX88	P38606	14.05
A0A2D1PX88	P38646	10.5
A0A2D1PX88	P39019	15.36
A0A2D1PX88	P40227	10.5
A0A2D1PX88	P40938	17.14
A0A2D1PX88	P42167	11.31
A0A2D1PX88	P43307	16.5
A0A2D1PX88	P43487	14.05
A0A2D1PX88	P43686	12.54
A0A2D1PX88	P46779	10.5
A0A2D1PX88	P46781	10.13
A0A2D1PX88	P46977	14.66
A0A2D1PX88	P48553	12.46
A0A2D1PX88	P48643	20.12
A0A2D1PX88	P49368	12.85
A0A2D1PX88	P49411	10.5
A0A2D1PX88	P49770	14.05
A0A2D1PX88	P50402	10.01
A0A2D1PX88	P50454	10.03
A0A2D1PX88	P50570	11.67
A0A2D1PX88	P50914	10.5
A0A2D1PX88	P50990	10.5
A0A2D1PX88	P50991	10.5
A0A2D1PX88	P51148	12.36
A0A2D1PX88	P51571	12.54
A0A2D1PX88	P51617	14.15
A0A2D1PX88	P51648	18.91
A0A2D1PX88	P52701	10.01
A0A2D1PX88	P53007	24.86
A0A2D1PX88	P53621	12.36
A0A2D1PX88	P54136	10.01
A0A2D1PX88	P55084	19.39
A0A2D1PX88	P55209	10.5
A0A2D1PX88	P57740	16.68
A0A2D1PX88	P60468	10.38
A0A2D1PX88	P61247	10.5
A0A2D1PX88	P61313	10.5
A0A2D1PX88	P61619	11.98
A0A2D1PX88	P61962	11.88
A0A2D1PX88	P62081	12.62
A0A2D1PX88	P62244	15.36
A0A2D1PX88	P62249	10.5
A0A2D1PX88	P62263	10.5
A0A2D1PX88	P62269	11.41
A0A2D1PX88	P62277	10.5
A0A2D1PX88	P62333	10.03
A0A2D1PX88	P62424	10.5
A0A2D1PX88	P62750	12.82
A0A2D1PX88	P62753	10.5
A0A2D1PX88	P62826	12.54
A0A2D1PX88	P62829	11.41
A0A2D1PX88	P62841	10.5
A0A2D1PX88	P62851	10.5
A0A2D1PX88	P62913	10.5
A0A2D1PX88	P62917	10.5
A0A2D1PX88	P63104	13.06
A0A2D1PX88	P63151	12.83
A0A2D1PX88	P63167	10.9
A0A2D1PX88	P67809	11.41
A0A2D1PX88	P68104	11.41
A0A2D1PX88	P68133	10.5
A0A2D1PX88	P68371	10.5
A0A2D1PX88	P84085	10.03
A0A2D1PX88	P84095	12.36
A0A2D1PX88	Q00325	10.5
A0A2D1PX88	Q00587	11.64
A0A2D1PX88	Q00610	12.54
A0A2D1PX88	Q01813	12.36
A0A2D1PX88	Q02878	10.5
A0A2D1PX88	Q05193	13.72
A0A2D1PX88	Q06210	10.01
A0A2D1PX88	Q09666	12.48
A0A2D1PX88	Q12769	10.23
A0A2D1PX88	Q13144	14.63
A0A2D1PX88	Q13200	17.77
A0A2D1PX88	Q14160	11.94
A0A2D1PX88	Q14232	14.05
A0A2D1PX88	Q14257	10.5
A0A2D1PX88	Q14318	10.11
A0A2D1PX88	Q14697	12.54
A0A2D1PX88	Q15008	12.48
A0A2D1PX88	Q15046	12.54
A0A2D1PX88	Q15365	12.96
A0A2D1PX88	Q16531	12.36
A0A2D1PX88	Q2TB90	12.48
A0A2D1PX88	Q3ZCQ8	12.48
A0A2D1PX88	Q5C9Z4	14.15
A0A2D1PX88	Q5H9R7	10.05
A0A2D1PX88	Q5SRD1	11.41
A0A2D1PX88	Q5SRE5	10.11
A0A2D1PX88	Q5T160	16.56
A0A2D1PX88	Q5VYK3	18.81
A0A2D1PX88	Q6NXE6	14.15
A0A2D1PX88	Q6P1M0	16.01
A0A2D1PX88	Q6P3X3	19.09
A0A2D1PX88	Q6ZRP7	12.36
A0A2D1PX88	Q7L1Q6	14.05
A0A2D1PX88	Q7Z4Q2	14.05
A0A2D1PX88	Q86VS8	11.31
A0A2D1PX88	Q8IUR0	12.46
A0A2D1PX88	Q8N163	10.53
A0A2D1PX88	Q8N448	11.79
A0A2D1PX88	Q8NC51	10.5
A0A2D1PX88	Q8NF37	14.89
A0A2D1PX88	Q8NI60	14.15
A0A2D1PX88	Q8TEX9	10.01
A0A2D1PX88	Q8WUM0	10.23
A0A2D1PX88	Q8WUY1	12.36
A0A2D1PX88	Q8WVX9	25.74
A0A2D1PX88	Q92598	10.32
A0A2D1PX88	Q92621	23.95
A0A2D1PX88	Q96BN8	14.63
A0A2D1PX88	Q96CS3	14.87
A0A2D1PX88	Q96ER3	14.05
A0A2D1PX88	Q96JJ7	12.36
A0A2D1PX88	Q96Q05	13.04
A0A2D1PX88	Q96TA2	14.15
A0A2D1PX88	Q99653	11.97
A0A2D1PX88	Q99832	12.85
A0A2D1PX88	Q99956	11.31
A0A2D1PX88	Q9BXW9	10.23
A0A2D1PX88	Q9BZQ6	10.01
A0A2D1PX88	Q9H3N1	14.05
A0A2D1PX88	Q9H5Q4	18.6
A0A2D1PX88	Q9NP72	10.01
A0A2D1PX88	Q9NR50	14.63
A0A2D1PX88	Q9NRN7	10.5
A0A2D1PX88	Q9NU22	10.01
A0A2D1PX88	Q9NVI1	19.03
A0A2D1PX88	Q9NVJ2	10.01
A0A2D1PX88	Q9NX63	16
A0A2D1PX88	Q9NXS2	16.99
A0A2D1PX88	Q9NYU2	11.57
A0A2D1PX88	Q9NZ01	20.86
A0A2D1PX88	Q9NZL4	14.54
A0A2D1PX88	Q9P035	21.26
A0A2D1PX88	Q9P2E9	10.01
A0A2D1PX88	Q9UBB4	24.34
A0A2D1PX88	Q9UBF2	12.36
A0A2D1PX88	Q9UBM7	17.07
A0A2D1PX88	Q9UBS4	12.15
A0A2D1PX88	Q9UBV2	14.31
A0A2D1PX88	Q9UG63	12.36
A0A2D1PX88	Q9UHI6	14.05
A0A2D1PX88	Q9UI10	14.63
A0A2D1PX88	Q9UI12	16.56
A0A2D1PX88	Q9UM00	14.15
A0A2D1PX88	Q9UNM6	14.89
A0A2D1PX88	Q9Y2X3	19.4
A0A2D1PX88	Q9Y3Z3	10.5
A0A2D1PX88	Q9Y4R8	16.5
A0A2D1PX88	Q9Y4W6	16.5
A0A2D1PX88	Q9Y5M8	16.46
A0A2D1PX88	Q9Y5V3	10.05
A0A2D1PX88	Q9Y678	14.81
A0A0U1WHH0	O00410	12.41
A0A0U1WHH0	O00459	10.6
A0A0U1WHH0	O75348	10.66
A0A0U1WHH0	O75419	12.41
A0A0U1WHH0	P08865	10.58
A0A0U1WHH0	P15822	10.66
A0A0U1WHH0	P19429	10.05
A0A0U1WHH0	P21912	11.46
A0A0U1WHH0	P35658	11.24
A0A0U1WHH0	P46977	12.36
A0A0U1WHH0	P57740	12.41
A0A0U1WHH0	P61962	10.46
A0A0U1WHH0	P63167	10.87
A0A0U1WHH0	Q15365	11.65
A0A0U1WHH0	Q49A26	14.36
A0A0U1WHH0	Q5SXM2	10.05
A0A0U1WHH0	Q6P3X3	12.41
A0A0U1WHH0	Q8WVX9	13.75
A0A0U1WHH0	Q92621	13.21
A0A0U1WHH0	Q9H1D9	10.05
A0A0U1WHH0	Q9NVI1	12.98
A0A0U1WHH0	Q9UBW7	10.66
A0A0K1Z074	O00410	12.47
A0A0K1Z074	O00459	15.95
A0A0K1Z074	O43390	12.69
A0A0K1Z074	O75419	11.18
A0A0K1Z074	O75569	12
A0A0K1Z074	P07910	11.71
A0A0K1Z074	P09651	12.43
A0A0K1Z074	P12236	10.54
A0A0K1Z074	P27986	11.47
A0A0K1Z074	P43243	11.7
A0A0K1Z074	P46977	12.71
A0A0K1Z074	P53007	12.24
A0A0K1Z074	P55265	12
A0A0K1Z074	P57740	11.18
A0A0K1Z074	P61978	11.93
A0A0K1Z074	P62280	10.51
A0A0K1Z074	P62750	10.94
A0A0K1Z074	P62829	11.06
A0A0K1Z074	P67809	12.67
A0A0K1Z074	Q12906	11.88
A0A0K1Z074	Q15365	10.99
A0A0K1Z074	Q49A26	12.08
A0A0K1Z074	Q6P3X3	11.71
A0A0K1Z074	Q8WVX9	15.27
A0A0K1Z074	Q92621	11.71
A0A0K1Z074	Q99729	11.93
A0A0K1Z074	Q9NNW5	11.29
A0A0K1Z074	Q9NVI1	12.71
R9QTH3	Q15365	13.78
Q3LZX1	O00264	11.3
Q3LZX1	O00410	18.04
Q3LZX1	O14828	11.3
Q3LZX1	O14967	14.53
Q3LZX1	O15269	11.36
Q3LZX1	O43264	11.3
Q3LZX1	O75348	11.15
Q3LZX1	P05091	10.37
Q3LZX1	P06733	10.37
Q3LZX1	P07355	10.7
Q3LZX1	P08195	16.6
Q3LZX1	P08865	10.87
Q3LZX1	P12004	14.95
Q3LZX1	P13667	12.35
Q3LZX1	P14625	11.99
Q3LZX1	P15822	11.15
Q3LZX1	P19429	10.64
Q3LZX1	P21912	18.93
Q3LZX1	P30837	10.43
Q3LZX1	P35606	11.99
Q3LZX1	P35658	13.09
Q3LZX1	P40938	11.3
Q3LZX1	P43487	10.59
Q3LZX1	P48643	10.7
Q3LZX1	P51648	11.36
Q3LZX1	P53007	11.42
Q3LZX1	P55084	12.92
Q3LZX1	P63010	10.87
Q3LZX1	P63167	12.99
Q3LZX1	P63208	10.87
Q3LZX1	Q05193	11.3
Q3LZX1	Q13155	10.87
Q3LZX1	Q13200	10.64
Q3LZX1	Q13227	11.15
Q3LZX1	Q15365	10.69
Q3LZX1	Q49A26	18.32
Q3LZX1	Q5SXM2	10.64
Q3LZX1	Q5T160	11.3
Q3LZX1	Q5VYK3	11.36
Q3LZX1	Q6P3X3	12.38
Q3LZX1	Q6PI77	10.64
Q3LZX1	Q8WVX9	15.09
Q3LZX1	Q92621	16.06
Q3LZX1	Q96CS3	11.94
Q3LZX1	Q96HA1	10.64
Q3LZX1	Q9H1D9	10.64
Q3LZX1	Q9H5Q4	11.36
Q3LZX1	Q9NX63	11.35
Q3LZX1	Q9NYU2	11.99
Q3LZX1	Q9NZ01	15.51
Q3LZX1	Q9P035	12.98
Q3LZX1	Q9UBB4	18.05
Q3LZX1	Q9UBV2	10.43
Q3LZX1	Q9UBW7	11.15
Q3LZX1	Q9UI12	11.3
Q3LZX1	Q9Y2X3	11.36
Q3LZX1	Q9Y5M8	11.3
Q3LZX1	Q9Y6X2	11.15
A0A0U1WHJ8	A0FGR8	12.82
A0A0U1WHJ8	A6NEC2	10.63
A0A0U1WHJ8	O00116	10.71
A0A0U1WHJ8	O00231	10.71
A0A0U1WHJ8	O00232	13.97
A0A0U1WHJ8	O00264	16.06
A0A0U1WHJ8	O00410	26.55
A0A0U1WHJ8	O00487	13.97
A0A0U1WHJ8	O14735	18.71
A0A0U1WHJ8	O14828	22.83
A0A0U1WHJ8	O14981	10.71
A0A0U1WHJ8	O15269	18.91
A0A0U1WHJ8	O15355	10.71
A0A0U1WHJ8	O43242	13.97
A0A0U1WHJ8	O43264	15.65
A0A0U1WHJ8	O43617	15.45
A0A0U1WHJ8	O75419	19.38
A0A0U1WHJ8	O75569	11.55
A0A0U1WHJ8	O75643	10.71
A0A0U1WHJ8	O75688	11.01
A0A0U1WHJ8	O75844	22.22
A0A0U1WHJ8	O94905	10.71
A0A0U1WHJ8	O94906	15.45
A0A0U1WHJ8	O95573	10.91
A0A0U1WHJ8	O95816	14.17
A0A0U1WHJ8	P01889	18.71
A0A0U1WHJ8	P04181	10.91
A0A0U1WHJ8	P04792	11.01
A0A0U1WHJ8	P04843	14.17
A0A0U1WHJ8	P05023	10.71
A0A0U1WHJ8	P05141	10.33
A0A0U1WHJ8	P06733	15.39
A0A0U1WHJ8	P07237	14.17
A0A0U1WHJ8	P07355	17
A0A0U1WHJ8	P07437	13.16
A0A0U1WHJ8	P08195	24.8
A0A0U1WHJ8	P08237	10.71
A0A0U1WHJ8	P08574	10.91
A0A0U1WHJ8	P08729	10.71
A0A0U1WHJ8	P08865	11.05
A0A0U1WHJ8	P0DI81	10.71
A0A0U1WHJ8	P0DMV8	14.8
A0A0U1WHJ8	P10809	10.91
A0A0U1WHJ8	P11142	11.42
A0A0U1WHJ8	P11940	16.22
A0A0U1WHJ8	P12004	18.33
A0A0U1WHJ8	P12236	14.46
A0A0U1WHJ8	P14625	14.71
A0A0U1WHJ8	P15880	12.75
A0A0U1WHJ8	P16615	10.71
A0A0U1WHJ8	P17812	10.91
A0A0U1WHJ8	P17987	10.91
A0A0U1WHJ8	P18621	10.91
A0A0U1WHJ8	P19338	11.01
A0A0U1WHJ8	P21912	14.2
A0A0U1WHJ8	P23396	13.16
A0A0U1WHJ8	P23458	13.97
A0A0U1WHJ8	P24278	13.61
A0A0U1WHJ8	P25205	10.71
A0A0U1WHJ8	P25398	10.33
A0A0U1WHJ8	P26373	10.91
A0A0U1WHJ8	P26641	14.17
A0A0U1WHJ8	P27348	11.32
A0A0U1WHJ8	P29692	12.24
A0A0U1WHJ8	P30050	11.01
A0A0U1WHJ8	P30153	10.91
A0A0U1WHJ8	P31943	13.16
A0A0U1WHJ8	P31946	10.33
A0A0U1WHJ8	P33993	10.91
A0A0U1WHJ8	P35232	14.17
A0A0U1WHJ8	P35606	11.45
A0A0U1WHJ8	P35998	13.97
A0A0U1WHJ8	P36897	12.66
A0A0U1WHJ8	P38606	15.45
A0A0U1WHJ8	P38646	10.91
A0A0U1WHJ8	P39019	16.8
A0A0U1WHJ8	P40227	10.91
A0A0U1WHJ8	P40855	10.71
A0A0U1WHJ8	P40938	22.42
A0A0U1WHJ8	P42166	10.71
A0A0U1WHJ8	P42167	10.63
A0A0U1WHJ8	P43307	15.45
A0A0U1WHJ8	P43487	15.55
A0A0U1WHJ8	P43686	14.17
A0A0U1WHJ8	P46779	10.91
A0A0U1WHJ8	P46781	13.97
A0A0U1WHJ8	P46977	13.9
A0A0U1WHJ8	P48553	16.6
A0A0U1WHJ8	P48643	17
A0A0U1WHJ8	P49368	10.91
A0A0U1WHJ8	P49411	10.91
A0A0U1WHJ8	P49770	15.45
A0A0U1WHJ8	P50402	10.91
A0A0U1WHJ8	P50570	12.32
A0A0U1WHJ8	P50914	11.01
A0A0U1WHJ8	P50990	10.91
A0A0U1WHJ8	P50991	10.91
A0A0U1WHJ8	P51148	10.91
A0A0U1WHJ8	P51571	14.17
A0A0U1WHJ8	P51617	15.45
A0A0U1WHJ8	P51648	15.65
A0A0U1WHJ8	P52597	10.33
A0A0U1WHJ8	P52701	10.91
A0A0U1WHJ8	P53007	26.09
A0A0U1WHJ8	P53618	10.71
A0A0U1WHJ8	P53621	10.91
A0A0U1WHJ8	P54136	10.91
A0A0U1WHJ8	P55010	10.71
A0A0U1WHJ8	P55084	22.42
A0A0U1WHJ8	P55209	10.91
A0A0U1WHJ8	P57740	19.38
A0A0U1WHJ8	P60842	10.71
A0A0U1WHJ8	P60903	10.71
A0A0U1WHJ8	P60953	10.71
A0A0U1WHJ8	P61247	10.91
A0A0U1WHJ8	P61313	10.91
A0A0U1WHJ8	P61962	11.98
A0A0U1WHJ8	P62081	11.98
A0A0U1WHJ8	P62244	16.8
A0A0U1WHJ8	P62249	10.91
A0A0U1WHJ8	P62258	10.33
A0A0U1WHJ8	P62263	10.91
A0A0U1WHJ8	P62269	13.16
A0A0U1WHJ8	P62277	10.91
A0A0U1WHJ8	P62424	11.01
A0A0U1WHJ8	P62750	15.35
A0A0U1WHJ8	P62753	10.91
A0A0U1WHJ8	P62805	10.33
A0A0U1WHJ8	P62826	14.17
A0A0U1WHJ8	P62829	11.32
A0A0U1WHJ8	P62841	10.91
A0A0U1WHJ8	P62851	10.91
A0A0U1WHJ8	P62913	11.01
A0A0U1WHJ8	P62917	10.91
A0A0U1WHJ8	P63000	10.71
A0A0U1WHJ8	P63104	11.6
A0A0U1WHJ8	P63151	13.54
A0A0U1WHJ8	P63167	13.68
A0A0U1WHJ8	P67809	13.16
A0A0U1WHJ8	P68104	13.16
A0A0U1WHJ8	P68133	10.91
A0A0U1WHJ8	P68371	12.75
A0A0U1WHJ8	P84095	10.91
A0A0U1WHJ8	Q00325	10.91
A0A0U1WHJ8	Q00610	14.17
A0A0U1WHJ8	Q01813	10.91
A0A0U1WHJ8	Q02878	11.01
A0A0U1WHJ8	Q05193	10.83
A0A0U1WHJ8	Q06210	10.91
A0A0U1WHJ8	Q09666	13.97
A0A0U1WHJ8	Q12769	14.64
A0A0U1WHJ8	Q13144	22.22
A0A0U1WHJ8	Q13200	17
A0A0U1WHJ8	Q14008	10.71
A0A0U1WHJ8	Q14160	11.23
A0A0U1WHJ8	Q14232	15.45
A0A0U1WHJ8	Q14257	10.91
A0A0U1WHJ8	Q14318	10.91
A0A0U1WHJ8	Q14697	14.17
A0A0U1WHJ8	Q15008	13.97
A0A0U1WHJ8	Q15046	14.17
A0A0U1WHJ8	Q15365	14.13
A0A0U1WHJ8	Q15370	10.71
A0A0U1WHJ8	Q16531	10.91
A0A0U1WHJ8	Q2TB90	13.97
A0A0U1WHJ8	Q3ZCQ8	13.97
A0A0U1WHJ8	Q49A26	12.27
A0A0U1WHJ8	Q5C9Z4	15.45
A0A0U1WHJ8	Q5H9R7	10.71
A0A0U1WHJ8	Q5SRD1	10.63
A0A0U1WHJ8	Q5SRE5	10.91
A0A0U1WHJ8	Q5SUL5	11.59
A0A0U1WHJ8	Q5T160	15.65
A0A0U1WHJ8	Q5VYK3	15.65
A0A0U1WHJ8	Q6NUQ1	11.25
A0A0U1WHJ8	Q6NXE6	15.45
A0A0U1WHJ8	Q6P1M0	10.63
A0A0U1WHJ8	Q6P2E9	10.71
A0A0U1WHJ8	Q6P3X3	19.58
A0A0U1WHJ8	Q6RW13	17.48
A0A0U1WHJ8	Q6ZRP7	10.91
A0A0U1WHJ8	Q7L1Q6	15.45
A0A0U1WHJ8	Q7Z4Q2	15.45
A0A0U1WHJ8	Q86SZ2	10.71
A0A0U1WHJ8	Q86UT6	10.71
A0A0U1WHJ8	Q86VS8	10.63
A0A0U1WHJ8	Q8IUR0	16.6
A0A0U1WHJ8	Q8IV08	10.71
A0A0U1WHJ8	Q8N448	14.03
A0A0U1WHJ8	Q8NBP0	10.71
A0A0U1WHJ8	Q8NC51	10.91
A0A0U1WHJ8	Q8NF37	14.17
A0A0U1WHJ8	Q8NI27	10.71
A0A0U1WHJ8	Q8NI60	15.45
A0A0U1WHJ8	Q8TEQ6	10.71
A0A0U1WHJ8	Q8TEX9	10.91
A0A0U1WHJ8	Q8WTW3	10.71
A0A0U1WHJ8	Q8WUM0	14.64
A0A0U1WHJ8	Q8WUY1	10.91
A0A0U1WHJ8	Q8WVR3	10.81
A0A0U1WHJ8	Q8WVX9	20.12
A0A0U1WHJ8	Q8WXE1	10.71
A0A0U1WHJ8	Q92621	25.47
A0A0U1WHJ8	Q969Z0	10.71
A0A0U1WHJ8	Q96BN8	22.22
A0A0U1WHJ8	Q96CS3	11.11
A0A0U1WHJ8	Q96ER3	15.45
A0A0U1WHJ8	Q96JJ7	10.91
A0A0U1WHJ8	Q96Q05	23.37
A0A0U1WHJ8	Q96TA2	15.45
A0A0U1WHJ8	Q99832	10.91
A0A0U1WHJ8	Q99956	10.63
A0A0U1WHJ8	Q9BRK5	10.71
A0A0U1WHJ8	Q9BT22	10.71
A0A0U1WHJ8	Q9BXW9	14.64
A0A0U1WHJ8	Q9BZQ6	10.91
A0A0U1WHJ8	Q9H3N1	15.45
A0A0U1WHJ8	Q9H4A6	10.71
A0A0U1WHJ8	Q9H5Q4	14.09
A0A0U1WHJ8	Q9H900	10.71
A0A0U1WHJ8	Q9NP72	10.91
A0A0U1WHJ8	Q9NQ92	14.01
A0A0U1WHJ8	Q9NR50	22.22
A0A0U1WHJ8	Q9NRN7	10.91
A0A0U1WHJ8	Q9NRY5	10.71
A0A0U1WHJ8	Q9NTJ3	10.71
A0A0U1WHJ8	Q9NU22	10.91
A0A0U1WHJ8	Q9NVI1	19.38
A0A0U1WHJ8	Q9NVJ2	10.91
A0A0U1WHJ8	Q9NX63	15.99
A0A0U1WHJ8	Q9NXS2	15.86
A0A0U1WHJ8	Q9NXV2	10.71
A0A0U1WHJ8	Q9NZ01	16.19
A0A0U1WHJ8	Q9NZL4	15.86
A0A0U1WHJ8	Q9P035	15.65
A0A0U1WHJ8	Q9P2E9	10.91
A0A0U1WHJ8	Q9P2J5	10.71
A0A0U1WHJ8	Q9UBB4	23.57
A0A0U1WHJ8	Q9UBB6	10.71
A0A0U1WHJ8	Q9UBF2	10.91
A0A0U1WHJ8	Q9UBM7	19.12
A0A0U1WHJ8	Q9UBV2	11.45
A0A0U1WHJ8	Q9UG63	10.91
A0A0U1WHJ8	Q9UHI6	15.45
A0A0U1WHJ8	Q9UI10	22.22
A0A0U1WHJ8	Q9UI12	15.65
A0A0U1WHJ8	Q9UJX3	10.71
A0A0U1WHJ8	Q9ULT8	10.71
A0A0U1WHJ8	Q9UM00	15.45
A0A0U1WHJ8	Q9UNM6	14.17
A0A0U1WHJ8	Q9UPN7	10.71
A0A0U1WHJ8	Q9Y262	12.24
A0A0U1WHJ8	Q9Y296	10.71
A0A0U1WHJ8	Q9Y2X3	16.06
A0A0U1WHJ8	Q9Y3D0	10.71
A0A0U1WHJ8	Q9Y3F4	10.71
A0A0U1WHJ8	Q9Y3Z3	11.01
A0A0U1WHJ8	Q9Y4R8	15.45
A0A0U1WHJ8	Q9Y4W6	15.45
A0A0U1WHJ8	Q9Y5M8	15.65
A0A0U1WHJ8	Q9Y5V3	10.71
A0A0U1WHJ8	Q9Y678	10.91
A0A0U1WHJ8	Q9Y6E2	10.71
A0A0U1WHJ8	Q9Y6N5	10.71
A0A0U1WHJ8	Q9Y6X0	13.61
A0A2D1PX86	O00410	16.87
A0A2D1PX86	O14735	11.59
A0A2D1PX86	O14828	14.32
A0A2D1PX86	O15269	11.67
A0A2D1PX86	O75419	11.13
A0A2D1PX86	O75844	13.78
A0A2D1PX86	P01889	11.59
A0A2D1PX86	P06733	10.12
A0A2D1PX86	P08195	16.35
A0A2D1PX86	P12004	12.53
A0A2D1PX86	P21912	11.83
A0A2D1PX86	P24278	11.22
A0A2D1PX86	P36897	10.26
A0A2D1PX86	P40938	13.86
A0A2D1PX86	P50570	10.76
A0A2D1PX86	P53007	17.71
A0A2D1PX86	P55084	13.86
A0A2D1PX86	P57740	11.13
A0A2D1PX86	Q13144	13.78
A0A2D1PX86	Q49A26	11.45
A0A2D1PX86	Q6P3X3	11.21
A0A2D1PX86	Q6RW13	10.26
A0A2D1PX86	Q8N448	11.81
A0A2D1PX86	Q8WVX9	12.61
A0A2D1PX86	Q92621	15.89
A0A2D1PX86	Q96BN8	13.78
A0A2D1PX86	Q96Q05	14.94
A0A2D1PX86	Q9H5Q4	11.67
A0A2D1PX86	Q9NQ92	10.85
A0A2D1PX86	Q9NR50	13.78
A0A2D1PX86	Q9NVI1	11.13
A0A2D1PX86	Q9UBB4	15.8
A0A2D1PX86	Q9UBM7	12.05
A0A2D1PX86	Q9UI10	13.78
A0A2D1PX86	Q9Y6X0	11.22
A0A2R3SUW7	A6NEC2	10.79
A0A2R3SUW7	O00231	11.87
A0A2R3SUW7	O00232	11.87
A0A2R3SUW7	O00264	18.07
A0A2R3SUW7	O00410	27.49
A0A2R3SUW7	O00459	18.04
A0A2R3SUW7	O00487	11.87
A0A2R3SUW7	O00571	10.53
A0A2R3SUW7	O14654	12.86
A0A2R3SUW7	O14735	14.57
A0A2R3SUW7	O14828	20.12
A0A2R3SUW7	O14979	11.04
A0A2R3SUW7	O15269	16.8
A0A2R3SUW7	O43242	11.87
A0A2R3SUW7	O43264	16.45
A0A2R3SUW7	O43390	21.34
A0A2R3SUW7	O43617	14.22
A0A2R3SUW7	O43795	10.67
A0A2R3SUW7	O60506	13.78
A0A2R3SUW7	O75348	13.65
A0A2R3SUW7	O75419	17.65
A0A2R3SUW7	O75569	13.99
A0A2R3SUW7	O75643	11.87
A0A2R3SUW7	O75844	16.62
A0A2R3SUW7	O94906	14.22
A0A2R3SUW7	O95573	11.12
A0A2R3SUW7	O95793	12.85
A0A2R3SUW7	O95816	14.1
A0A2R3SUW7	P01889	17.2
A0A2R3SUW7	P04181	11.12
A0A2R3SUW7	P04843	14.1
A0A2R3SUW7	P05141	12
A0A2R3SUW7	P05388	11.81
A0A2R3SUW7	P06733	17.48
A0A2R3SUW7	P07237	14.1
A0A2R3SUW7	P07355	14.1
A0A2R3SUW7	P07437	18.82
A0A2R3SUW7	P07910	18.66
A0A2R3SUW7	P08195	24.89
A0A2R3SUW7	P08574	11.47
A0A2R3SUW7	P08729	11.52
A0A2R3SUW7	P08865	18
A0A2R3SUW7	P09651	17.52
A0A2R3SUW7	P0C0S8	13.97
A0A2R3SUW7	P0DMV8	11.61
A0A2R3SUW7	P11940	24.28
A0A2R3SUW7	P12004	14.1
A0A2R3SUW7	P12236	17.66
A0A2R3SUW7	P14625	14.1
A0A2R3SUW7	P14866	15.39
A0A2R3SUW7	P15822	13.65
A0A2R3SUW7	P16989	14.31
A0A2R3SUW7	P17812	14.1
A0A2R3SUW7	P19429	13.2
A0A2R3SUW7	P21912	21.34
A0A2R3SUW7	P22626	15.39
A0A2R3SUW7	P23396	16.29
A0A2R3SUW7	P23458	11.87
A0A2R3SUW7	P23526	10.09
A0A2R3SUW7	P24278	11.83
A0A2R3SUW7	P25205	11.87
A0A2R3SUW7	P25398	16.29
A0A2R3SUW7	P26641	14.1
A0A2R3SUW7	P30050	11.81
A0A2R3SUW7	P31942	12.51
A0A2R3SUW7	P31943	16.29
A0A2R3SUW7	P31946	12
A0A2R3SUW7	P33993	14.1
A0A2R3SUW7	P35232	14.1
A0A2R3SUW7	P35268	18.26
A0A2R3SUW7	P35606	14.1
A0A2R3SUW7	P35998	11.87
A0A2R3SUW7	P38159	18.16
A0A2R3SUW7	P38606	14.22
A0A2R3SUW7	P39019	15.14
A0A2R3SUW7	P40938	18.85
A0A2R3SUW7	P42167	10.79
A0A2R3SUW7	P43243	15.39
A0A2R3SUW7	P43307	14.57
A0A2R3SUW7	P43487	18.98
A0A2R3SUW7	P43686	14.1
A0A2R3SUW7	P46776	11.81
A0A2R3SUW7	P46781	11.87
A0A2R3SUW7	P46782	10.53
A0A2R3SUW7	P46783	13.8
A0A2R3SUW7	P46977	13.46
A0A2R3SUW7	P48047	10.77
A0A2R3SUW7	P48553	14.35
A0A2R3SUW7	P48643	14.1
A0A2R3SUW7	P49770	14.22
A0A2R3SUW7	P50402	11.47
A0A2R3SUW7	P50570	10.92
A0A2R3SUW7	P50914	11.81
A0A2R3SUW7	P51148	11.47
A0A2R3SUW7	P51571	14.1
A0A2R3SUW7	P51617	14.22
A0A2R3SUW7	P51648	16.45
A0A2R3SUW7	P51991	11.39
A0A2R3SUW7	P52597	16.29
A0A2R3SUW7	P52701	11.12
A0A2R3SUW7	P53007	20.12
A0A2R3SUW7	P53618	11.87
A0A2R3SUW7	P53621	14.1
A0A2R3SUW7	P54136	13.75
A0A2R3SUW7	P55084	21.48
A0A2R3SUW7	P55265	15.25
A0A2R3SUW7	P57740	17.65
A0A2R3SUW7	P60842	11.87
A0A2R3SUW7	P60903	11.87
A0A2R3SUW7	P60953	11.87
A0A2R3SUW7	P61026	10.67
A0A2R3SUW7	P61163	10.67
A0A2R3SUW7	P61962	11.09
A0A2R3SUW7	P61978	15.39
A0A2R3SUW7	P62195	10.67
A0A2R3SUW7	P62244	11.87
A0A2R3SUW7	P62258	12
A0A2R3SUW7	P62269	16.29
A0A2R3SUW7	P62280	10.37
A0A2R3SUW7	P62424	11.81
A0A2R3SUW7	P62750	14.56
A0A2R3SUW7	P62805	12
A0A2R3SUW7	P62826	14.1
A0A2R3SUW7	P62829	15.44
A0A2R3SUW7	P62847	13.8
A0A2R3SUW7	P62913	11.81
A0A2R3SUW7	P63010	11.3
A0A2R3SUW7	P63104	16.26
A0A2R3SUW7	P63167	17.21
A0A2R3SUW7	P63208	11.3
A0A2R3SUW7	P67809	19.56
A0A2R3SUW7	P68104	12
