Virus	Human	Weight
Q3S2D6	Q7Z419	11.72
Q3S2D6	Q7Z4H7	52.19
Q3S2D6	Q7Z6Z7	31.85
Q3S2D6	Q7Z7H8	19.96
Q3S2D6	Q86UA1	35.3
Q3S2D6	Q86UE4	26.82
Q3S2D6	Q86UT6	11.72
Q3S2D6	Q86UX7	11.72
Q3S2D6	Q86V81	22.42
Q3S2D6	Q86VD7	11.72
Q3S2D6	Q86VM9	23.64
Q3S2D6	Q86VQ0	11.72
Q3S2D6	Q86X55	36.42
Q3S2D6	Q86XI2	15.89
Q3S2D6	Q86Y46	11.72
Q3S2D6	Q86YA3	26.39
Q3S2D6	Q86YB2	11.72
Q3S2D6	Q8IUE6	11.72
Q3S2D6	Q8IVL1	11.72
Q3S2D6	Q8IWC1	14.67
Q3S2D6	Q8IWF2	11.72
Q3S2D6	Q8IWZ3	14.2
Q3S2D6	Q8IX01	68.15
Q3S2D6	Q8IXJ9	12.6
Q3S2D6	Q8IXK0	12.96
Q3S2D6	Q8IXM3	18.41
Q3S2D6	Q8IY17	23.64
Q3S2D6	Q8IYB3	19.1
Q3S2D6	Q8IYI6	11.72
Q3S2D6	Q8IZ26	11.72
Q3S2D6	Q8IZ69	11.72
Q3S2D6	Q8IZT6	38.31
Q3S2D6	Q8IZY2	11.72
Q3S2D6	Q8J014	11.72
Q3S2D6	Q8N0Z3	22.22
Q3S2D6	Q8N122	11.72
Q3S2D6	Q8N163	35.34
Q3S2D6	Q8N201	27.5
Q3S2D6	Q8N448	37.43
Q3S2D6	Q8N4X5	12.97
Q3S2D6	Q8N5C6	14.11
Q3S2D6	Q8N5I3	24.52
Q3S2D6	Q8N5R6	11.92
Q3S2D6	Q8N5Z5	11.72
Q3S2D6	Q8N6Y0	28.81
Q3S2D6	Q8N9N5	19.74
Q3S2D6	Q8NB90	18.53
Q3S2D6	Q8NC51	26.46
Q3S2D6	Q8NCD3	22.42
Q3S2D6	Q8NCN2	11.92
Q3S2D6	Q8ND71	11.72
Q3S2D6	Q8ND90	24.52
Q3S2D6	Q8NDB6	12.6
Q3S2D6	Q8NE79	11.72
Q3S2D6	Q8NEE8	11.72
Q3S2D6	Q8NEM8	11.72
Q3S2D6	Q8NEY1	11.72
Q3S2D6	Q8NEY8	11.92
Q3S2D6	Q8NF37	28.66
Q3S2D6	Q8NF50	24.52
Q3S2D6	Q8NG31	42.17
Q3S2D6	Q8NHQ1	28.94
Q3S2D6	Q8NI08	24.32
Q3S2D6	Q8NI60	40.59
Q3S2D6	Q8TAQ2	15.96
Q3S2D6	Q8TB52	11.72
Q3S2D6	Q8TBG4	10.5
Q3S2D6	Q8TCN5	26.08
Q3S2D6	Q8TCU4	39.47
Q3S2D6	Q8TD10	24.9
Q3S2D6	Q8TD20	22.17
Q3S2D6	Q8TD31	11.5
Q3S2D6	Q8TDD1	28.49
Q3S2D6	Q8TDL5	14.74
Q3S2D6	Q8TDX6	11.72
Q3S2D6	Q8TE49	11.72
Q3S2D6	Q8TED0	12.17
Q3S2D6	Q8WUH6	23.64
Q3S2D6	Q8WUM0	36.57
Q3S2D6	Q8WVX9	40.57
Q3S2D6	Q8WWF6	37.83
Q3S2D6	Q8WWH5	11.72
Q3S2D6	Q8WWM7	15.5
Q3S2D6	Q8WWY3	27.83
Q3S2D6	Q8WY36	42.17
Q3S2D6	Q8WZ42	11.72
Q3S2D6	Q92499	15.47
Q3S2D6	Q92522	35.69
Q3S2D6	Q92526	41.08
Q3S2D6	Q92542	23.79
Q3S2D6	Q92552	11.97
Q3S2D6	Q92569	13.39
Q3S2D6	Q92574	11.72
Q3S2D6	Q92598	36.86
Q3S2D6	Q92615	39.38
Q3S2D6	Q92621	40.57
Q3S2D6	Q92665	21.05
Q3S2D6	Q92667	12.6
Q3S2D6	Q92688	13.86
Q3S2D6	Q92769	24.89
Q3S2D6	Q92841	21.05
Q3S2D6	Q92878	11.72
Q3S2D6	Q92879	11.92
Q3S2D6	Q92900	26.67
Q3S2D6	Q92905	51.2
Q3S2D6	Q92974	22.22
Q3S2D6	Q92997	28.56
Q3S2D6	Q93008	11.72
Q3S2D6	Q93062	32.34
Q3S2D6	Q96A33	37.95
Q3S2D6	Q96AG4	11.8
Q3S2D6	Q96AQ8	11.72
Q3S2D6	Q96AX2	11.72
Q3S2D6	Q96B26	12.6
Q3S2D6	Q96BY7	30.25
Q3S2D6	Q96CG3	11.72
Q3S2D6	Q96CS2	11.72
Q3S2D6	Q96CS3	11.65
Q3S2D6	Q96CW1	14.11
Q3S2D6	Q96D09	46.21
Q3S2D6	Q96D53	23.64
Q3S2D6	Q96DF8	29.16
Q3S2D6	Q96DV4	13.37
Q3S2D6	Q96DZ5	11.72
Q3S2D6	Q96DZ9	11.92
Q3S2D6	Q96EL3	12.17
Q3S2D6	Q96EY1	31.32
Q3S2D6	Q96EY7	32.77
Q3S2D6	Q96F85	21.53
Q3S2D6	Q96HS1	19.53
Q3S2D6	Q96I23	11.72
Q3S2D6	Q96I65	11.72
Q3S2D6	Q96JE9	11.72
Q3S2D6	Q96JM3	11.72
Q3S2D6	Q96K17	11.72
Q3S2D6	Q96KQ7	22.22
Q3S2D6	Q96KR1	18.03
Q3S2D6	Q96L14	42.01
Q3S2D6	Q96LP2	11.72
Q3S2D6	Q96M69	11.72
Q3S2D6	Q96M95	11.72
Q3S2D6	Q96NB2	14
Q3S2D6	Q96P70	10.31
Q3S2D6	Q96PK6	28.93
Q3S2D6	Q96PP8	11.72
Q3S2D6	Q96PU8	17.16
Q3S2D6	Q96PV6	18.66
Q3S2D6	Q96QD9	11.92
Q3S2D6	Q96QL0	11.72
Q3S2D6	Q96QV6	12.1
Q3S2D6	Q96RE1	11.72
Q3S2D6	Q96RG2	34.14
Q3S2D6	Q96RL8	11.72
Q3S2D6	Q96RR1	11.72
Q3S2D6	Q96S59	11.5
Q3S2D6	Q96SI9	13.68
Q3S2D6	Q96TA2	52.19
Q3S2D6	Q99081	32.34
Q3S2D6	Q99417	41.84
Q3S2D6	Q99436	19.27
Q3S2D6	Q99460	20.89
Q3S2D6	Q99575	28.95
Q3S2D6	Q99615	33.53
Q3S2D6	Q99623	15.35
Q3S2D6	Q99650	11.72
Q3S2D6	Q99729	26.48
Q3S2D6	Q99832	16.47
Q3S2D6	Q99880	13.21
Q3S2D6	Q99959	18.05
Q3S2D6	Q99996	11.72
Q3S2D6	Q9BPW8	15.92
Q3S2D6	Q9BPZ7	27.81
Q3S2D6	Q9BQ70	46.21
Q3S2D6	Q9BQA1	38.1
Q3S2D6	Q9BQE3	20.64
Q3S2D6	Q9BQG0	22.48
Q3S2D6	Q9BRH9	32.86
Q3S2D6	Q9BRK5	49.91
Q3S2D6	Q9BRS2	19.4
Q3S2D6	Q9BRT8	26.28
Q3S2D6	Q9BT25	38
Q3S2D6	Q9BUF5	16.47
Q3S2D6	Q9BUJ2	25.56
Q3S2D6	Q9BUL8	11.72
Q3S2D6	Q9BUP0	18.66
Q3S2D6	Q9BUP3	15.72
Q3S2D6	Q9BUQ8	15.83
Q3S2D6	Q9BV38	23.64
Q3S2D6	Q9BVI4	11.79
Q3S2D6	Q9BVP2	29.56
Q3S2D6	Q9BVQ7	22.22
Q3S2D6	Q9BW61	11.72
Q3S2D6	Q9BWF3	11.72
Q3S2D6	Q9BWH6	22.22
Q3S2D6	Q9BWT3	11.72
Q3S2D6	Q9BX40	14.2
Q3S2D6	Q9BX69	11.72
Q3S2D6	Q9BX82	12.99
Q3S2D6	Q9BXW9	36.57
Q3S2D6	Q9BY89	16.09
Q3S2D6	Q9BYC5	11.72
Q3S2D6	Q9BYD1	13.37
Q3S2D6	Q9BYJ9	17.97
Q3S2D6	Q9BYN8	11.16
Q3S2D6	Q9BZ63	11.72
Q3S2D6	Q9BZC7	12.99
Q3S2D6	Q9BZL4	11.5
Q3S2D6	Q9BZR9	10.5
Q3S2D6	Q9C005	23.6
Q3S2D6	Q9C0C7	46.21
Q3S2D6	Q9C0D2	22.22
Q3S2D6	Q9GZR7	11.72
Q3S2D6	Q9GZS3	11.72
Q3S2D6	Q9H078	23.79
Q3S2D6	Q9H0D6	18.28
Q3S2D6	Q9H0W5	17.13
Q3S2D6	Q9H1D9	19.62
Q3S2D6	Q9H2D6	11.72
Q3S2D6	Q9H2G9	24.52
Q3S2D6	Q9H2U1	20.42
Q3S2D6	Q9H330	11.72
Q3S2D6	Q9H3M7	12.6
Q3S2D6	Q9H4B6	11.92
Q3S2D6	Q9H4L4	11.72
Q3S2D6	Q9H582	38.31
Q3S2D6	Q9H5N1	11.72
Q3S2D6	Q9H7E2	11.72
Q3S2D6	Q9H7E9	13.17
Q3S2D6	Q9H845	27.79
Q3S2D6	Q9H936	44.63
Q3S2D6	Q9H974	11.72
Q3S2D6	Q9H9B1	23.64
Q3S2D6	Q9HAU4	27.28
Q3S2D6	Q9HAV7	11.92
Q3S2D6	Q9HB90	11.72
Q3S2D6	Q9HBE1	22.22
Q3S2D6	Q9HC21	11.92
Q3S2D6	Q9HC62	11.72
Q3S2D6	Q9HCE1	20.36
Q3S2D6	Q9HCK1	10.5
Q3S2D6	Q9HCN4	15.42
Q3S2D6	Q9HD33	17.66
Q3S2D6	Q9NNW5	43.49
Q3S2D6	Q9NP64	13.97
Q3S2D6	Q9NPB1	11.72
Q3S2D6	Q9NQ29	15.89
Q3S2D6	Q9NQZ5	11.72
Q3S2D6	Q9NR09	11.72
Q3S2D6	Q9NR30	19.9
Q3S2D6	Q9NR56	11.92
Q3S2D6	Q9NRN7	15.35
Q3S2D6	Q9NRW1	11.72
Q3S2D6	Q9NSY0	11.72
Q3S2D6	Q9NTJ3	37.6
Q3S2D6	Q9NUJ3	14.36
Q3S2D6	Q9NUL3	19.24
Q3S2D6	Q9NVI1	48.49
Q3S2D6	Q9NVI7	23.69
Q3S2D6	Q9NVN8	11.72
Q3S2D6	Q9NVP1	14.37
Q3S2D6	Q9NWB1	52.19
Q3S2D6	Q9NX63	10.01
Q3S2D6	Q9NXS2	18.24
Q3S2D6	Q9NXV2	19.65
Q3S2D6	Q9NXW2	19.93
Q3S2D6	Q9NXX6	12.6
Q3S2D6	Q9NXZ2	11.72
Q3S2D6	Q9NY61	11.92
Q3S2D6	Q9NY74	42.17
Q3S2D6	Q9NYI0	34.14
Q3S2D6	Q9NZ01	32.41
Q3S2D6	Q9NZB2	42.11
Q3S2D6	Q9P015	13.37
Q3S2D6	Q9P035	17.82
Q3S2D6	Q9P0J7	17.26
Q3S2D6	Q9P1Y5	20.81
Q3S2D6	Q9P1Z2	24.52
Q3S2D6	Q9P2E9	10.56
Q3S2D6	Q9P2F8	46.21
Q3S2D6	Q9P2J8	11.72
Q3S2D6	Q9P2K5	11.72
Q3S2D6	Q9UBB4	24.64
Q3S2D6	Q9UBS4	31.02
Q3S2D6	Q9UGI0	11.92
Q3S2D6	Q9UH99	32.53
Q3S2D6	Q9UHB7	11.97
Q3S2D6	Q9UHC7	11.72
Q3S2D6	Q9UHV9	11.11
Q3S2D6	Q9UI12	18
Q3S2D6	Q9UJ14	16.64
Q3S2D6	Q9UJ41	24.52
Q3S2D6	Q9UJA3	12.6
Q3S2D6	Q9UJC3	50.91
Q3S2D6	Q9UJS0	11.72
Q3S2D6	Q9UJV9	13.17
Q3S2D6	Q9UJY1	17.26
Q3S2D6	Q9UK61	27.81
Q3S2D6	Q9UKA4	32.53
Q3S2D6	Q9UKM9	35.63
Q3S2D6	Q9UKU0	11.72
Q3S2D6	Q9UKV8	17.21
Q3S2D6	Q9UL15	40.96
Q3S2D6	Q9ULD2	11.72
Q3S2D6	Q9ULD4	11.72
Q3S2D6	Q9ULH1	11.72
Q3S2D6	Q9ULX6	21.18
Q3S2D6	Q9UMS4	26.59
Q3S2D6	Q9UN86	16.73
Q3S2D6	Q9UNE7	51.28
Q3S2D6	Q9UNK9	23.64
Q3S2D6	Q9UNM6	40.85
Q3S2D6	Q9UPN3	15.11
Q3S2D6	Q9UPN7	37.99
Q3S2D6	Q9UPT8	15.96
Q3S2D6	Q9UQ35	26.53
Q3S2D6	Q9UQE7	10.5
Q3S2D6	Q9Y224	68.91
Q3S2D6	Q9Y230	21.14
Q3S2D6	Q9Y240	11.72
Q3S2D6	Q9Y244	12.6
Q3S2D6	Q9Y262	27.12
Q3S2D6	Q9Y265	26.52
Q3S2D6	Q9Y295	13.64
Q3S2D6	Q9Y2G8	12.07
Q3S2D6	Q9Y2H1	14.33
Q3S2D6	Q9Y2I1	18.66
Q3S2D6	Q9Y2Q9	25.34
Q3S2D6	Q9Y2R9	14.62
Q3S2D6	Q9Y2W1	13.97
Q3S2D6	Q9Y2X3	67.11
Q3S2D6	Q9Y2X9	52.19
Q3S2D6	Q9Y305	13.17
Q3S2D6	Q9Y312	14.2
Q3S2D6	Q9Y383	15.56
Q3S2D6	Q9Y399	19.55
Q3S2D6	Q9Y3D0	12.6
Q3S2D6	Q9Y3D9	19.73
Q3S2D6	Q9Y3I0	28.95
Q3S2D6	Q9Y3U8	20.89
Q3S2D6	Q9Y3Y2	11.36
Q3S2D6	Q9Y3Z3	24.75
Q3S2D6	Q9Y446	13.17
Q3S2D6	Q9Y4B6	11.72
Q3S2D6	Q9Y4F1	13.22
Q3S2D6	Q9Y4R8	29.77
Q3S2D6	Q9Y4W2	48.49
Q3S2D6	Q9Y4W6	14.2
Q3S2D6	Q9Y592	11.72
Q3S2D6	Q9Y5A9	14.11
Q3S2D6	Q9Y5B0	11.72
Q3S2D6	Q9Y5F1	11.72
Q3S2D6	Q9Y5H1	12.99
Q3S2D6	Q9Y5J9	11.72
Q3S2D6	Q9Y5K6	11.72
Q3S2D6	Q9Y5Q8	15.89
Q3S2D6	Q9Y5V3	52.82
Q3S2D6	Q9Y657	15.1
Q3S2D6	Q9Y676	29.13
Q3S2D6	Q9Y678	12.84
Q3S2D6	Q9Y6K8	11.72
Q3S2D6	Q9Y6M1	43.67
Q3S2D6	Q9Y6N5	36.61
Q3S2D6	V9GY61	11.72
Q6WGN8	A0AV96	19.49
Q6WGN8	A0FGR8	44.11
Q6WGN8	A6NHR9	13.04
Q6WGN8	A6NKF1	11.2
Q6WGN8	B0QYN7	25.59
Q6WGN8	B4DL14	11.16
Q6WGN8	B4DLR8	17.04
Q6WGN8	B4DUR8	17.04
Q6WGN8	B4E022	19.88
Q6WGN8	B4E3T4	19.26
Q6WGN8	C9J2Y9	11.55
Q6WGN8	D6RJ07	25.59
Q6WGN8	E9PE17	19.49
Q6WGN8	E9PH82	11.55
Q6WGN8	F8VPD4	17.43
Q6WGN8	F8VYE8	11.16
Q6WGN8	G5E9W7	19.88
Q6WGN8	H0YA96	11.17
Q6WGN8	H0YJ40	19.49
Q6WGN8	K7EK07	19.88
Q6WGN8	K7EQ03	19.88
Q6WGN8	O00159	12.19
Q6WGN8	O00165	41.52
Q6WGN8	O00231	33.16
Q6WGN8	O00232	25.72
Q6WGN8	O00267	15.12
Q6WGN8	O00410	77.53
Q6WGN8	O00425	15.66
Q6WGN8	O00459	55.37
Q6WGN8	O00487	21.47
Q6WGN8	O00505	40.91
Q6WGN8	O00567	35.12
Q6WGN8	O00571	17.37
Q6WGN8	O00629	39.09
Q6WGN8	O00743	21.03
Q6WGN8	O14503	19.31
Q6WGN8	O14641	19.31
Q6WGN8	O14654	48.54
Q6WGN8	O14735	40.44
Q6WGN8	O14744	36.88
Q6WGN8	O14776	12.32
Q6WGN8	O14818	16.33
Q6WGN8	O14828	21.59
Q6WGN8	O14907	19.57
Q6WGN8	O14908	12.61
Q6WGN8	O14979	36.17
Q6WGN8	O15027	48.5
Q6WGN8	O15042	13.04
Q6WGN8	O15131	19.47
Q6WGN8	O15226	38.21
Q6WGN8	O15269	50.93
Q6WGN8	O15287	11.64
Q6WGN8	O15294	43.42
Q6WGN8	O15355	12.32
Q6WGN8	O15371	63.48
Q6WGN8	O15514	11.55
Q6WGN8	O43143	39.81
Q6WGN8	O43242	34.43
Q6WGN8	O43390	62.69
Q6WGN8	O43432	12.32
Q6WGN8	O43707	48.05
Q6WGN8	O43823	56.02
Q6WGN8	O43852	33.34
Q6WGN8	O60218	11.17
Q6WGN8	O60318	11.2
Q6WGN8	O60506	52.57
Q6WGN8	O60518	16.42
Q6WGN8	O60684	41.65
Q6WGN8	O60716	33.71
Q6WGN8	O60783	10.45
Q6WGN8	O60812	49.03
Q6WGN8	O60832	38.74
Q6WGN8	O60884	13.14
Q6WGN8	O75127	15.85
Q6WGN8	O75152	12.36
Q6WGN8	O75190	40.44
Q6WGN8	O75306	10.61
Q6WGN8	O75340	21.42
Q6WGN8	O75348	21.12
Q6WGN8	O75369	17.04
Q6WGN8	O75419	39.87
Q6WGN8	O75475	12.22
Q6WGN8	O75494	27.7
Q6WGN8	O75506	13.01
Q6WGN8	O75525	16.88
Q6WGN8	O75533	19.24
Q6WGN8	O75569	50.06
Q6WGN8	O75616	11.99
Q6WGN8	O75643	20
Q6WGN8	O75688	23.96
Q6WGN8	O75821	10.74
Q6WGN8	O75934	10.82
Q6WGN8	O75953	10.37
Q6WGN8	O76021	26.93
Q6WGN8	O94906	32.18
Q6WGN8	O94927	13.83
Q6WGN8	O95071	53.95
Q6WGN8	O95163	30.77
Q6WGN8	O95232	46.33
Q6WGN8	O95373	12.22
Q6WGN8	O95573	17.43
Q6WGN8	O95639	45.65
Q6WGN8	O95758	15.41
Q6WGN8	O95782	17.04
Q6WGN8	O95786	16.81
Q6WGN8	O95793	58.25
Q6WGN8	O95816	36.88
Q6WGN8	O95817	21.77
Q6WGN8	O95831	13.14
Q6WGN8	P00403	26.34
Q6WGN8	P00558	12.19
Q6WGN8	P01889	31.42
Q6WGN8	P01903	12.25
Q6WGN8	P02545	41.01
Q6WGN8	P04049	16.61
Q6WGN8	P04075	14.78
Q6WGN8	P04083	10.37
Q6WGN8	P04264	16.18
Q6WGN8	P04406	12.19
Q6WGN8	P04637	14.7
Q6WGN8	P04792	25.71
Q6WGN8	P04843	16.69
Q6WGN8	P04908	21.56
Q6WGN8	P05141	32.85
Q6WGN8	P05386	33.92
Q6WGN8	P05387	23.96
Q6WGN8	P05388	30.82
Q6WGN8	P05455	23.96
Q6WGN8	P06396	10.14
Q6WGN8	P06576	12.19
Q6WGN8	P06703	12.19
Q6WGN8	P06730	24.89
Q6WGN8	P06733	13.14
Q6WGN8	P06737	14.78
Q6WGN8	P06748	34.53
Q6WGN8	P07195	10.57
Q6WGN8	P07237	54.18
Q6WGN8	P07355	26.41
Q6WGN8	P07437	41.7
Q6WGN8	P07737	14.43
Q6WGN8	P07900	34.82
Q6WGN8	P07910	54.15
Q6WGN8	P08195	55.67
Q6WGN8	P08237	16.42
Q6WGN8	P08238	25.72
Q6WGN8	P08579	44.53
Q6WGN8	P08621	44.44
Q6WGN8	P08670	17
Q6WGN8	P08708	33.06
Q6WGN8	P08865	30.95
Q6WGN8	P09012	42.65
Q6WGN8	P09234	14.46
Q6WGN8	P09651	48.66
Q6WGN8	P09661	34.79
Q6WGN8	P0C0S8	38.56
Q6WGN8	P0CB38	27.58
Q6WGN8	P0DMV8	17
Q6WGN8	P0DP23	13.04
Q6WGN8	P10155	10.95
Q6WGN8	P10243	10.92
Q6WGN8	P10398	29.26
Q6WGN8	P10412	10.88
Q6WGN8	P10599	17
Q6WGN8	P10644	48.5
Q6WGN8	P10809	25.33
Q6WGN8	P11021	17
Q6WGN8	P11142	26.55
Q6WGN8	P11387	37.09
Q6WGN8	P11388	37.62
Q6WGN8	P11413	17.43
Q6WGN8	P11940	48.58
Q6WGN8	P12004	23.13
Q6WGN8	P12235	15.85
Q6WGN8	P12236	44.4
Q6WGN8	P12270	17.04
Q6WGN8	P12956	16.18
Q6WGN8	P13010	17
Q6WGN8	P13639	16.97
Q6WGN8	P13647	17
Q6WGN8	P13674	68.11
Q6WGN8	P14618	12.19
Q6WGN8	P14678	21.39
Q6WGN8	P14866	48.66
Q6WGN8	P14923	12.57
Q6WGN8	P15822	20.52
Q6WGN8	P15880	21.84
Q6WGN8	P16401	17
Q6WGN8	P16403	23.14
Q6WGN8	P16615	10.78
Q6WGN8	P16989	35.43
Q6WGN8	P17612	22.93
Q6WGN8	P17655	10.02
Q6WGN8	P17844	26.2
Q6WGN8	P17980	13.14
Q6WGN8	P17987	24.89
Q6WGN8	P18077	34.53
Q6WGN8	P18124	29.45
Q6WGN8	P18583	33.79
Q6WGN8	P18621	29.45
Q6WGN8	P18669	12.19
Q6WGN8	P19338	32.51
Q6WGN8	P19367	39.48
Q6WGN8	P19388	12.67
Q6WGN8	P19525	12.19
Q6WGN8	P20042	10.74
Q6WGN8	P20618	12.32
Q6WGN8	P20671	21.56
Q6WGN8	P20700	17.51
Q6WGN8	P21333	23.96
Q6WGN8	P21912	21.92
Q6WGN8	P22087	40.12
Q6WGN8	P22492	20.84
Q6WGN8	P22626	48.66
Q6WGN8	P23141	13.98
Q6WGN8	P23246	10.82
Q6WGN8	P23284	12.19
Q6WGN8	P23396	41.55
Q6WGN8	P23458	17.08
Q6WGN8	P23528	25.33
Q6WGN8	P23588	23.96
Q6WGN8	P24534	20
Q6WGN8	P24928	43.06
Q6WGN8	P25205	14.67
Q6WGN8	P25398	31.85
Q6WGN8	P25685	16.92
Q6WGN8	P25786	12.32
Q6WGN8	P25787	12.32
Q6WGN8	P25789	17
Q6WGN8	P26368	16.18
Q6WGN8	P26373	23.96
Q6WGN8	P26599	32.66
Q6WGN8	P26641	23.96
Q6WGN8	P27105	12.29
Q6WGN8	P27348	23.3
Q6WGN8	P27635	19.2
Q6WGN8	P27797	12.19
Q6WGN8	P27824	12.29
Q6WGN8	P27986	37.47
Q6WGN8	P28070	12.32
Q6WGN8	P28072	12.32
Q6WGN8	P28074	12.32
Q6WGN8	P28288	20.38
Q6WGN8	P29692	26.2
Q6WGN8	P29966	12.29
Q6WGN8	P30041	16.69
Q6WGN8	P30048	10.81
Q6WGN8	P30050	29.45
Q6WGN8	P30153	17
Q6WGN8	P30876	40.89
Q6WGN8	P31153	13.11
Q6WGN8	P31327	17.19
Q6WGN8	P31689	17
Q6WGN8	P31942	29.28
Q6WGN8	P31943	33.22
Q6WGN8	P31946	32.85
Q6WGN8	P31948	16.77
Q6WGN8	P32969	16.18
Q6WGN8	P33176	17.46
Q6WGN8	P33240	33.3
Q6WGN8	P33991	29.02
Q6WGN8	P33993	27.35
Q6WGN8	P34931	12.45
Q6WGN8	P34932	13.06
Q6WGN8	P35251	12.74
Q6WGN8	P35268	48.5
Q6WGN8	P35527	16.18
Q6WGN8	P35544	23.96
Q6WGN8	P35568	12.79
Q6WGN8	P35637	43.54
Q6WGN8	P35659	12.22
Q6WGN8	P35998	13.14
Q6WGN8	P36542	13.14
Q6WGN8	P36578	29.45
Q6WGN8	P36873	15.29
Q6WGN8	P37108	30.55
Q6WGN8	P38159	53.35
Q6WGN8	P38646	17
Q6WGN8	P38919	13.27
Q6WGN8	P39019	49.33
Q6WGN8	P39023	29.45
Q6WGN8	P40429	32.29
Q6WGN8	P40938	17.63
Q6WGN8	P42167	12.57
Q6WGN8	P42285	62
Q6WGN8	P42336	20.09
Q6WGN8	P42338	19.9
Q6WGN8	P42677	17
Q6WGN8	P42694	17.24
Q6WGN8	P42766	27.01
Q6WGN8	P43243	64.25
Q6WGN8	P43307	31.81
Q6WGN8	P43364	15.11
Q6WGN8	P43686	21.85
Q6WGN8	P45984	21.55
Q6WGN8	P46013	43.86
Q6WGN8	P46087	24.87
Q6WGN8	P46109	15.44
Q6WGN8	P46459	12.32
Q6WGN8	P46776	22.49
Q6WGN8	P46777	23.14
Q6WGN8	P46778	30.82
Q6WGN8	P46779	37.78
Q6WGN8	P46781	39.12
Q6WGN8	P46782	34.41
Q6WGN8	P46783	31.19
Q6WGN8	P46821	17
Q6WGN8	P46977	37.97
Q6WGN8	P47897	28.65
Q6WGN8	P47914	27.61
Q6WGN8	P48556	13.98
Q6WGN8	P48643	34.04
Q6WGN8	P49137	16.18
Q6WGN8	P49207	21.09
Q6WGN8	P49368	16.18
Q6WGN8	P49406	25.17
Q6WGN8	P49458	25.38
Q6WGN8	P49589	19.57
Q6WGN8	P49720	12.32
Q6WGN8	P49721	12.71
Q6WGN8	P49755	17.63
Q6WGN8	P49756	12.57
Q6WGN8	P50222	11.55
Q6WGN8	P50402	12.32
Q6WGN8	P50570	10.78
Q6WGN8	P50914	29.45
Q6WGN8	P50990	16.18
Q6WGN8	P51114	21.63
Q6WGN8	P51116	44.95
Q6WGN8	P51398	60.8
Q6WGN8	P51570	28.94
Q6WGN8	P51617	39.87
Q6WGN8	P51648	36.73
Q6WGN8	P51659	12.84
Q6WGN8	P51665	13.14
Q6WGN8	P51948	13.98
Q6WGN8	P51991	32.21
Q6WGN8	P52272	23.96
Q6WGN8	P52292	50.04
Q6WGN8	P52294	48.53
Q6WGN8	P52298	18.78
Q6WGN8	P52434	13.14
Q6WGN8	P52597	33.22
Q6WGN8	P52732	23.96
Q6WGN8	P52815	23.41
Q6WGN8	P53007	38.77
Q6WGN8	P53618	21.29
Q6WGN8	P53814	48.5
Q6WGN8	P54136	12.29
Q6WGN8	P55036	17
Q6WGN8	P55072	19.45
Q6WGN8	P55084	26.33
Q6WGN8	P55209	17
Q6WGN8	P55265	43.01
Q6WGN8	P55735	12.32
Q6WGN8	P55795	12.19
Q6WGN8	P55884	23.35
Q6WGN8	P56134	17.98
Q6WGN8	P57721	12.29
Q6WGN8	P57740	39.48
Q6WGN8	P60174	12.19
Q6WGN8	P60468	13.14
Q6WGN8	P60660	21.37
Q6WGN8	P60709	29.68
Q6WGN8	P60842	17
Q6WGN8	P60866	29.45
Q6WGN8	P60900	12.32
Q6WGN8	P60903	15.49
Q6WGN8	P61247	43.24
Q6WGN8	P61254	31.69
Q6WGN8	P61313	29.45
Q6WGN8	P61353	23.96
Q6WGN8	P61457	11.74
Q6WGN8	P61513	21.67
Q6WGN8	P61619	17.04
Q6WGN8	P61927	12.22
Q6WGN8	P61962	51.51
Q6WGN8	P61978	48.66
Q6WGN8	P61981	20.92
Q6WGN8	P62081	17
Q6WGN8	P62136	19.49
Q6WGN8	P62140	19.49
Q6WGN8	P62191	13.14
Q6WGN8	P62195	30.57
Q6WGN8	P62241	23.96
Q6WGN8	P62244	43.84
Q6WGN8	P62249	29.45
Q6WGN8	P62258	19.71
Q6WGN8	P62263	23.96
Q6WGN8	P62266	23.96
Q6WGN8	P62269	33.22
Q6WGN8	P62273	14.78
Q6WGN8	P62277	41.39
Q6WGN8	P62280	29.82
Q6WGN8	P62314	19.24
Q6WGN8	P62316	26.41
Q6WGN8	P62318	11.25
Q6WGN8	P62333	34.04
Q6WGN8	P62424	29.45
Q6WGN8	P62487	11.55
Q6WGN8	P62701	24.33
Q6WGN8	P62714	12.32
Q6WGN8	P62750	37.78
Q6WGN8	P62753	32.29
Q6WGN8	P62805	40.58
Q6WGN8	P62807	25.92
Q6WGN8	P62826	13.04
Q6WGN8	P62829	36.97
Q6WGN8	P62841	41.39
Q6WGN8	P62847	38.15
Q6WGN8	P62851	23.96
Q6WGN8	P62854	22.49
Q6WGN8	P62875	11.55
Q6WGN8	P62888	21.67
Q6WGN8	P62899	31.69
Q6WGN8	P62906	17
Q6WGN8	P62910	21.67
Q6WGN8	P62913	22.49
Q6WGN8	P62917	38.16
Q6WGN8	P62937	13.85
Q6WGN8	P62979	20.1
Q6WGN8	P62993	12.6
Q6WGN8	P62995	22.24
Q6WGN8	P63104	30.91
Q6WGN8	P63151	13.14
Q6WGN8	P63167	16.46
Q6WGN8	P63173	29.45
Q6WGN8	P63208	13.62
Q6WGN8	P63220	20.27
Q6WGN8	P63241	20.55
Q6WGN8	P63244	16.18
Q6WGN8	P63261	10.82
Q6WGN8	P63272	11.16
